	TweetID	Tweet	Score
25	836781351378513920	<USER> <USER> yep . Given 1st 30 days , hard too know of he means any of it . Tomorrow will start the test	1.8333333333333333
26	332718296606572544	<USER> you are a riot , delusional but still a riot . 	2.1666666666666665
27	332333733409603585	#RealWorld Nia 'never played the victim' I think she plays the victim well . 	2.5
28	773347990828232704	NO ! ! ! ! ! ! I SAID DONT SEND SMOAK TO THE PLATE ! ! ! ! <URL>	2.833333333333333
29	934174119930793984	Dear <USER> . . . for my birthday I would love some <USER> love . That is all . Thanks you guys are the best  😍💙 	3.0
30	32875048352096256	Must . Get . Out . Of . House . The sake of our sanity is at great risk . 	2.333333333333333
31	5605543811	I hate feeling like this . Tempted to find a happy , floaty place to distract myself . 	2.333333333333333
32	799757891385245696	I take eating for two very seriously and literally . Meaning I eat double of everything #pregolife	2.6666666666666665
33	379599903392940033	Bug spray is my perfume this morning . #sexy #mosquitos #bitten	3.1666666666666665
34	254640259177013248	Missing my babes . . . #lonely	2.333333333333333
35	323767643125448704	Happy 50th Birthday love Mommy ! #birthday #mommy #luvmymommy <URL>	3.6666666666666665
36	6565923809	<USER> Thanks ! I just called and left a message with the VP . Ridiculous . I know *I* will never <USER> again . 	3.1666666666666665
37	798957308	The lack of responses to my last post makes me think that i have the only child who has ever called out for their caregiver at night	3.0
38	6450834415	The Frozen Throne ! Let 's play two Insanes ! 	2.6666666666666665
39	9536520157	<USER> Why is he out of his mind ? 	1.3333333333333333
40	866963849085366272	these motherfuckers left my oil cap in dport  😂🙄😭 	1.8333333333333333
41	601160589407203328	IM HUNGRY AFFFFFF	1.0
42	622151332690989056	<USER> is so good , he supports himself ! Playing lucian and gragas this game . <USER> #lcs <URL>	2.833333333333333
43	700077734744096769	<USER> or = this is not a priority . 	1.8333333333333333
44	484013744679165952	NASCAR : Dale Jr . , Gordon , Johnson , Kahne surprise fans ( VIDEO ) <URL> via <USER>	3.0
45	534131683222888449	4 has always been my lucky number . Apparently it works 4 <USER> too . Congrats ! #NASCAR	3.0
46	928628464642650112	Any Mom that has tried to cut me off omw to my 9 : 30 can absolutely go fck themselves , Sheryl	2.833333333333333
47	936090500783886337	u ever just like I CALLED it	1.0
48	480944506993250304	<USER> try wearing a finger brace on your middle fingers for 3 weeks from jamming them from a basketball  😫 	2.833333333333333
49	589557260977745922	How I get ready for work : 2 minutes to change & 10 minutes to take out/change my piercings  😐💎 	3.333333333333333
50	738920827974909952	I checked in at Westfield North County on #Yelp <URL>	3.6666666666666665
51	644266258829959169	Why do people say they 're interested in whatever I'm selling AND commit , then bail out last minute ? What 's wrong with people ? ! #rudeaf	2.0
52	577904400846426112	The HEALTHY Shamrock Shake ! <URL>	3.0
53	557342547149082626	Anybody else 's kids eat a full supper yet they 're STARVING an hour later ? ! UGH ! #bottomlesspits	2.5
54	309339605205925888	Roll Tide Roll . . . Tuscaloosa bound ! #PSUnavsSB13	3.1666666666666665
55	687306915622326272	I do n't want to leave PA today ! ! ! ! !  😫😢😭 	2.833333333333333
56	923711977322614789	The Fulton and forest hills intersection changed today and it is HELL	3.333333333333333
57	397177300954783744	Let me talk to my best friend . He 's done nothing wrong	2.0
58	706669738911522817	Lady Mary loves Carson so much . She 's always been so sweet to him . #DowntonPBS #downtonfinale	4.0
59	735116633501519873	Wow Chelsea . That was a monster burp . #TeenMom2	3.333333333333333
60	646120412036890624	'<USER> : thought I just saw Ricky Dillon on the voice' same  😂 	3.5
61	835266027105759233	Thanks for the free pizza <USER>  🍕👌🏼 	2.1666666666666665
62	334902749563076608	Fml I hate today I'm going to bed worst day of my freaking life : | #tgiaf	1.6666666666666667
63	644720901473222656	<USER> uh what train wreck , u were just with me ? Lol . . 	1.8333333333333333
64	1984620727	Nice one momma ! ~Renee	2.333333333333333
65	13673513503	And on that note , I think I'm gonna wake up the mom in my house and get on the garden train and plant some roses ! : - ) ~Renee	3.333333333333333
66	920480348680720384	Ryan Murphy 's revenge on Andy Warhol 's shooter should be tonights title lol . . . #AHSCult	4.0
67	934867165169307649	<USER> I felt that November 9th of last year till Jan 20th this year . Then my fear turned to anger . I will no… <URL>	3.1666666666666665
68	664285328316854272	<USER> Ayyy y yo a ti  😭  Ven para aca  😂 	1.4
69	653802964033925120	¿A que hora es que se supone que me de sueño ? 	1.6
70	904932011160285185	I liked a <USER> video <URL> ''Shabba Ranks'' remix Soul Train	3.2
71	650603180049436672	I'm earning #mPOINTS in mPLACES . <URL>	2.0
72	789156443551207428	<USER> pledges to accept election results 'if I win' . <URL>	2.0
73	887289036099989504	<USER> Not . At . All . 	1.2
74	314723132911001600	<USER> we know you 're an app lover so wondering what your thoughts on our app to be released in coming days <URL>	2.8
75	314675761137201152	Finding your desired Twitter handle will be easier to find then ever , our App being launched soon <URL>	4.2
76	23905417511829505	A hell of a run think he misses buffalo do n't think so That should do it barring a stupid no hands team by seahawks	3.6666666666666665
77	164015001122766848	Trying to figure phone out <URL>	3.2
78	844466661352726529	This child needs a stable and loving home . Please join me in signing this petition for my good friends . They have . . . <URL>	4.0
79	402127577910743040	<USER> <USER> <USER> <USER> <USER> WOW ! Some1 help me out of the woods . I did n't know U were N a band	2.6
80	805270665305714689	Tasha has released another installment of her amazing birthstone series , this one that is now available is Blue . . . <URL>	4.833333333333333
81	673469888430665728	Retiring Kits : I Have Decided To Retire Some kitsThese Kits Are Now Free For Personal Use Download HE . . . <URL>	3.5
82	851276509020962818	Track may be coming out tomorrow . . . . Sorry ! 	3.8333333333333335
83	917082383731609600	I used to just see <USER> as a fun , unique , awesome OST type game . But recently , it 's been touching my life more than ever , along with . . 	3.333333333333333
84	598222700880928768	MY PACKAGE WAS SUPPOSED TO BE HERE ON THE 1ST & NOW ITS THE 12TH & I STILL HAVENT RECEIVED MY SHIT	3.6666666666666665
85	608892754307907584	I always think people care about me but they never really do . I'm kind of just someone to talk to I guess . . Lol whatever	1.3333333333333333
86	393928508260364288	Joined anatomy online . #nerd #premed <USER> <USER> woo ! ! ! : ) 	2.4
87	310892176995385345	<USER> your original statement was definitely blunt stern and cold . Ok- I hope so ! ! That 's the way it should be ! Good luck !  🙏 	1.6
88	899084404097777666	<USER> I love your comments ! Support is fine . We vote for you to act tweet what you are doing to combat fears	2.4
89	546849616151719936	Puffed chests , smiles , handshakes when all goes well now all we hear are denials of blame 'Methinks thou dost protest too much' . 	2.6
90	451853702215659520	Install FireChat so we can chat ! <URL>	3.4
91	431584220083789824	<USER> Chiraq all day bang bang	1.4
92	414642856343506945	Roomie sleepovers are my fave  😍  <USER>	2.0
93	530846989379178496	If you have a crazy friend , you have everything  💕  @ 1/2 of the 4⃣ <URL>	1.8
94	370862636264468480	Click Here >> <URL> FREE $10 , 000 Scholarship Given Out Today ! Click Here Now : > . . . <URL>	3.2
95	370859391487991808	<URL> Click Here Now : > Ends Sept 16 , 2013 <URL>	2.0
96	293130063845662722	I'm at Mason Inn ( Pittsboro , IN ) <URL>	3.6666666666666665
97	331922495403880449	<USER> Did the raccoons at least rip up some moldy carpet ? 	2.5
98	183400371950075905	<USER> loved it . It followed the book really well . 	1.5
99	268340722481102850	<USER> good luck sister ! 	1.5
100	232144024818036736	Every time someone starts a texts with 'umm' the rest of it sounds so bitchy even if that was n't the intent	2.6666666666666665
101	248801729079029761	'that joke is a classic . It 's like farting silently in public . You ca n't not laugh' -dad	1.8333333333333333
102	693652798727135236	Sometimes I wonder if only ____ he would appreciate me more	2.5
103	533089554677628928	On the verge of crying	1.5
104	359653968940498944	<USER> YOU'RE MY HERO , FOLLOW ME PLZ	2.5
105	455529577335767041	<USER> . and yal hoes swear RIh cant sing them high notes , FOH	2.0
106	903802555070693376	I'm the worst bc when I have a question I never text ppl like 'hey how 's it going' first , I just text them my question straight off lol	2.5
107	903855892122157056	Those wavy eyebrows look so ugly lol	2.6666666666666665
108	789191239803375617	<USER> <USER> Love Brian Stelfreeze 's art ! <URL>	3.6666666666666665
109	765370618074267648	<USER> Thanks ! What do you want for them ? 	1.5
110	656556320699588608	While you rake leaves & carve pumpkins , check out how the rest of the world welcomes fall . <URL> #EquinoxCelebrations	2.6666666666666665
111	529410643955564544	Wow ! I just won this for free , **RARE** 10 Pentapetes Phoenicia 'Noon Flower' SEEDS ! ! Rare Trop <URL> #listia	4.0
112	28920440042815488	I subscribed to AthleticStarDotCom 's channel on YouTube . <URL>	3.8333333333333335
113	24598660662693888	I subscribed to Temdant 's channel on YouTube . <URL>	3.6666666666666665
114	371130989214322689	2 days and my guitar get 's fixed . I also get new strings and possibly some mics . Prepare for awesomeness . 	3.333333333333333
115	359384052073103360	first cover to conquer , In The End by BVB . Damn you Jake pitts and your light speed fingers . 	3.6666666666666665
116	934539705277911042	Put those chicken or turkey leftovers to use with these mini pot pies from <USER> #Promotion #PerdueCrew -… <URL>	3.8333333333333335
117	706889197223809024	Our road trip where we met up with friends and went to a carnival with them . #MyFuelRewards #ShellCrowd #sponsored <URL>	2.6666666666666665
118	523042680390320128	Uhm Alrighty '<USER> : Biden 's son discharged from Navy after testing positive for cocaine . <URL> <URL>'	4.5
119	527326574723735552	Nikki sound like she featuring on her own track'<USER> : Have you heard Nicki 's new track with Wayne and Drake ? '	3.8333333333333335
120	141958791196442625	Words I Realized : Flague <URL>	1.5
121	84289395338915840	I do n't trust people who bring their beverage into the bathroom with them at a bar . . . <URL>	2.833333333333333
122	21617710903	Dethmoo has earned the Scarlet Monastery achievement on Azgalor . #wow	3.8333333333333335
123	21947698155	Dethmoo has earned the Zul'Farrak achievement on Azgalor . #wow	3.8333333333333335
124	410933771454930945	<USER> <USER> haha I hope so . ! ! 	1.0
125	536005742256332800	“<USER> : all i want for christmas <URL>”	1.8333333333333333
126	251981673229582336	<USER> No joke , I brought up The Human Centipede when the CatDog question arose earlier . . . No one I was with had seen it , so it was lost . 	3.6666666666666665
127	251852128778326016	How did CatDog go to the bathroom ? ? #UnansweredCartoonQuestions	2.2857142857142856
128	943331900663435264	<USER> I did this one , too !  👊🏼 	1.1666666666666667
129	942539188100108288	Following people around a store because you think they might steal something #SignsOfTrustIssues	2.5
130	156929576692482048	Stuff of Legend - Reacted to Blueshirts On MSG : <URL>	2.6666666666666665
131	153911349020332032	BlueShirts United - Photos <URL>	2.833333333333333
132	643527800117456896	<USER> I really should stop talking to you in the newsroom	2.1666666666666665
133	822194557521723392	 . <USER> sees record-breaking passenger growth in 2016 –– 11 million people ! #nc #travel <URL>	4.0
134	795013342343610368	Great ! I 've played Paradise Island 2 for 145 days in a row ! #ParadiseIsland2 #GameInsight <URL>	3.6666666666666665
135	762116765769879552	I played the Sandy Caps mini game in Paradise Island 2 , and my score was : 327 #ParadiseIsland2 #GameInsight	4.0
136	893831577720967169	Incubus Makes You Wish You Were There | Where Y'at <URL>	2.833333333333333
137	890394294871236608	<USER> Transatlanticism - DCFC Played it nonstop for at least a year . 	2.5
138	964016821	Back from the DMV . Surprisingly painless experience . 	3.0
139	25858028123	Good news , everyone ! World War I is finally over : <URL>	3.1666666666666665
140	354459941504954369	<USER> That 's a random department lol . But atleast The Thing wo n't be able to control you over there . 	1.5
141	350747898373349376	Just put together a patio set with <USER> #LikeABoss	3.1666666666666665
142	897170248327192577	<USER> <USER> ABA no sirve en NINGUN LADO	2.0
143	502210511636033537	<USER> Why does n't Bob just paint himself black ? He would fit right in . 	2.6666666666666665
144	262307319336034305	<USER> lose the glasses . . . You look soooo much better without them	3.0
145	367535103271895040	This is the way we need to do it , guys . Take care of what you can control and win the ones that you can . Let Detroit and KC implode	3.0
146	301401258080731137	New Blog Post : It 's Not Often a Photoshoot Blows Me Away . But THIS . . . <URL> <USER>	2.6666666666666665
147	179599695339995139	Totally a cheeseburger and fries kinda day	2.5
148	721131079747252224	Me : *uses lid to toss salad w/dressing* Roomie : *stares in awe* that 's a thing ! ? - <USER>	2.1666666666666665
149	914308880678768640	*watching Netlfix* Wait , wait , wait , 83 sleeps till Christmas ! ! ! - <USER>	3.1666666666666665
150	675681280449728512	I'm giving away something for you on <USER> : Redbox Code ( please read description ) . Get it here - <URL>	3.8333333333333335
151	694224344633991168	Wow , I love <USER> ! I just won this for free , Living charm <URL>	3.5
152	146444639153565696	Have n't been feeling my best but this put a smile on my face <URL>	2.333333333333333
153	787426340953788416	Me being a creeper while Frank tries to take pictures <URL>	2.833333333333333
154	869949581404102656	I entered a giveaway for a chance to win 'Insulated Casserole Carrier' by Innisbrook . <URL> #giveaway	4.333333333333333
155	864854462644531200	Excellent Tauki Kid Bike <URL> <URL> #giveaway	4.166666666666667
156	509392001456812032	<USER> it really is that why everyone male and female should practice restraint sometimes it 's better to just walk away	3.2
157	491610020555915264	<USER> why u take this pic of him lls u rude as shit	2.1666666666666665
158	263155935365701632	Super interesting '<USER> : New Poynter Eyetrack research reveals how people read news on tablets <URL>'	4.166666666666667
159	831900729	<USER> whoa that 's a wierd survey	1.6666666666666667
160	281251344835289088	Wow . I REALLY hope we get some explanation of Tony 's apartment . It 's so sad : ( #NCIS	2.6666666666666665
161	727714439064104961	<USER> Oh it 's okay , it 's super late . I just like to sad ; ) 	1.6666666666666667
162	390676792815939584	Love my country music 😬  #awesome #imdifferent #weird #for #me #dope <URL>	2.333333333333333
163	391383885449555968	Is tonight dead or what ?  💀  someone bless me with a move  🙏 	3.5
164	357760419026317312	My best friend leaves for LA today . Holy shit . <USER>	3.8571428571428568
165	403363643468689408	This whole being nauseous every night really sucks .  😟 	3.4285714285714284
166	562997910825336834	'Never be too busy driving to stop and get gas' -Sean Covey #TLIM #mo	3.4285714285714284
167	594176844900896768	3rd grade exploring texture by adding layers of instruments to a song ! <URL>	3.8571428571428568
168	418513353624260608	<USER> you would think that 'warning' in florida at start of season woulda kept stevie in line but i guess a full ride is easy 2 pass	3.2857142857142856
169	477867859452768257	“<USER> : My friends rap better than your friends ! ” Dont believe me ? Check out <USER> and <USER> immediately if not sooner	4.142857142857143
170	801865633491075072	Tanner joined the session . 	3.4285714285714284
171	649041692058718208	Tanner kicked off a new session on Kegberry pi . 	3.571428571428572
172	315941207035478016	KU needs to step it up or they 're gunna lose - . - #ComeOnKU	3.0
173	898411940183068672	i literally do nothing and still move 8 steps back . fml	2.2857142857142856
174	301173512134078464	<USER> I would fail every class . No joke . 	2.0
175	412041655580385280	and the worst part is that while everyone else will be enjoying their holidays , this family will be mourning . praying for the Beene family . 	3.1428571428571432
176	501882980080840705	Maybe Hillary Clinton get offed in a lesbian bitch-slap . 	3.2
177	495930771505704960	Those who tell the stories rule society - Plato	3.1428571428571432
178	323278828673826817	The beach was fun but I need to find something else to do	2.142857142857143
179	313887781120245761	I do n't say much do n't but I see everything	1.7142857142857142
180	921801325771452416	<USER> <USER> <USER> <USER> <USER> You’re a rock star ⭐️	2.2857142857142856
181	800459510246739969	<USER> glad you 're ok  😨❤ ️ ❤ ️ ❤ ️ ❤ ️	2.2857142857142856
182	506607933015064576	Greek fest is over . . . now it 's time to do the homework	2.0
183	395356923416940544	I literally just ate dinner because of class . . . sometimes I hate my life cuz I ca n't eat all the time #DancerProbz	2.8571428571428568
184	504678082167713792	<USER> same here alex . Same here	2.0
185	838608999612313601	really not ready for outdoor track	2.0
186	347795401123971073	Guess who is addicted to snowballs ? This girl . #pelicans #tigersblood	3.0
187	451140581180190720	If you have to wear a shirt that says 'swag' you probably do n't have any . 	2.5714285714285716
188	914517304192458752	<USER> <USER> <USER> <USER> <USER> <USER> A 'good' and 'reputable' tatt… <URL>	2.4
189	824030628194766852	<USER> Thanks guys , appreciate it	1.4285714285714286
190	452873623410581504	She 's saying 'Opa . ' While we did Batman eyes ! ! ! #epic #betterthanyourbaby #babybatgirl <URL>	2.4285714285714284
191	420945448178696192	<USER> Just got to watch latest episode . . . Amazing performance ! ! ! Coulson rocks ! Glad some questions were answered ! #AgentsofSHIELD	3.7142857142857135
192	872552294226710528	Happy Birthday Prince ! #Repost <USER> ( get_repost ) ・・・ Legendary performer #Prince would have… <URL>	4.142857142857143
193	915763732684435456	<USER> OK So the unsub is crazy . #CriminalMinds	2.7142857142857144
194	530940320289005568	<USER> it starts at 8 ! Always good to get there early though  😊 	2.2
195	568421032081674241	<USER> <USER> this is perfect	1.2
196	780249752076115968	<USER> Please keep us updated on further developments ! 	1.6
197	535869802250641408	<USER> Looking great ladies ! : ) 	1.4
198	623664036962414593	<USER> <USER> Just caught myself saying 'Hey-O ! ' Loyal follower of your show right here ! #keepupthegreatwork	3.0
199	519409711796346880	<USER> He was also on the later season of Dawson 's Creek . Crazy ! 	3.0
200	150361390723502080	Merry Christmas to all the real bubba army <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER>	2.2
201	47702909911183361	<USER> WVU playing down there you or <USER> going to game Marshall did not make NCAA but made another one	3.0
202	317321772582182912	<USER> Jean Casarez is on the stand ! 	3.8
203	73513289405046788	<USER> So do I , Andy ! 100%	1.6
204	569718122237845504	Thank you , Graham Moore for that candid , inspirational , true , and amazing tidbit . #ImitationGame #Oscars2015 #AcademyAwards	3.8333333333333335
205	740348390509142016	<USER> Heard u talking about your interest in abandoned places u log on to ur mom 's Netflix account & watch series 'forgotten planet'	3.1666666666666665
206	692138338321567744	I loved the way the colors in this eyeshadow duo looked . There was some ingredient that made my eyes feel a bit sens <URL>	3.5
207	1466923444	<USER> I would say food ! 	1.1666666666666667
208	361376101806780417	I think the problem is there 's no way to filter . 	1.6666666666666667
209	841424720973058048	<USER> I do n't see it	1.0
210	360468500013264897	Texas Man who points laser pointer at police helicopter to 'see how far it would go' gets 30 months in prison <URL>	4.666666666666667
211	301154619986440192	24 Texas Men arrested for cockfighting <URL>	3.8333333333333335
212	512581257063317504	<USER> Udi 's has hands down the BEST gluten/allergen free foods . More tasty than any other #teamudis	3.6666666666666665
213	485530033004363776	Why are people excited to go back to school ? It 's summer ☀ ️and college really sucks 😖 do n't be counting down to school starts 😩✋ 	3.1666666666666665
214	528178049884237824	Have the UCF Cross Country team for AAC Championships . <URL>	3.1666666666666665
215	483990145524174849	Tumbling at cheer camp . @ Cheer Athletics Plano <URL>	3.5
216	884487790422933504	This never happens to me . <URL>	1.1666666666666667
217	871068442496966656	Muhammad had a fat daughter named Ima ? Who knew ? <URL>	3.8333333333333335
218	381829630355062784	I 've collected 5 , 482 gold coins ! <URL> #android , #androidgames , #gameinsight	3.0
219	417417638953107456	I have Snow Fortress on my island ! Now my island is even more awesome ! <URL> #android , #androidgames , #gameinsight	3.1666666666666665
220	756982013861646336	You honestly have to go to places on foot in Las Vegas	3.0
221	776631113414389760	Im a really bad texter	2.6666666666666665
222	446100674754150400	Stupid west coast time difference	2.333333333333333
223	472015176301293568	I feel like processing is a big game of snake	2.333333333333333
224	879805032270626816	I just checked in <USER> with #mPLUSPlaces Download today ! <URL>	3.4285714285714284
225	879805032270626816	I just checked in <USER> with #mPLUSPlaces Download today ! <URL>	3.4285714285714284
226	53976572230762496	Why does everything happen at the end of the day on Friday ? ? ? ? I NEED A DRINK ! ! 	1.7142857142857142
227	15761169759	I wonder if more people would care about gov't if politicians stopped slamming each other and spent more time on real issues . . . 	2.2857142857142856
228	55735938831233024	Confusious say . . woman who wears wonderbra makes mountains out of mole hills . . . . 	1.7142857142857142
229	8911463113	I am was wishin I was wasting away in Margaritaville . 	1.8571428571428568
230	475342543644024833	Everyone in my family is dieting and losing weight and I'm getting fat . #summer2014	2.7142857142857144
231	609478566158446592	One parent told me this camp was gonna decide if their kid kept playing . . Like she hated it . And she told me that . 	2.0
232	374699870629941248	I'm your lover , not your enemy .  💕 	1.7142857142857142
233	275679867150954496	Bum ass niggas yo  😒 	1.1428571428571428
234	25534194893	INGRAM is a BEAST	3.1666666666666665
235	6104354465517568	<USER> ha yea I do	1.5
236	558379331911966720	<USER> checkout my <URL> and hit me up ! 	2.333333333333333
237	572545648479879170	<USER> annnnnnd i know the Gwar guys . . . 	2.1666666666666665
238	134781797581070337	Breakfast 4 dinner is thee BEST ! Especially pancakes or french toast , yum : -D <USER>	2.833333333333333
239	134101744757125122	#HomeTownSlogans CLEVELAND : Atleast we 're not Detroit ! Lol : -b	2.833333333333333
240	607340985266368514	<USER> Good Luck Spencer and much success in the future ! 	3.333333333333333
241	668570954046533638	<USER> I'm late on this but I'm a ND fan because I want to be and I'm not an OSU fan because I do n't want to be . Go Kent State ! 	3.0
242	335209534182281216	<USER> well that 's what hunters & big Eq are all about ! #amiright	2.1666666666666665
243	326856285943377921	<USER> core strength is where it 's at ! it 's best to start with a teacher one-on-one or in a class , then once you know how ( c ) 	2.5
244	28492049833	#Wett222 let me kno when your going to cum baby . I wanna come wit you	3.2
245	28499404859	<USER> You help me wit this hard dik ? 	3.2
246	501459529562062849	Special thanks to this awesome supporter who made my new YT channel banner and avatar ! Check out his channel ! ! <URL>	3.333333333333333
247	468898597799735296	<URL> As surreal as it is to me , one of my remixes landed on <USER> main YT channel & there 'll be more to come ! ! ! 	3.5
248	656133211345592320	<USER> fan name : DJSNIPA1	2.333333333333333
249	17033789815	 ( This is to win a Kinect and 360 ) Very excited for the #ProjectNatal release this holiday season ! Official Rules : <URL>	3.5
250	421473638928633856	<USER> Farrah really needs to let herself grow and not in the crazy world she 's chosen . 	3.1666666666666665
251	431303098666328065	<USER> Please #RenewUI tomorrow ! Do the right thing . 	2.1666666666666665
252	538324822070030339	I'm Kore4 Baby ! <URL> #kore4	2.5
253	353315634030968833	I just claimed the 33 at 1 Modern Solution sticker at Ad One TEN and 0 . 50 Token ! <URL> via <USER>	3.6
254	258727698317340673	Got my <USER> #Aura paint ! I ca n't wait to see the impact it has on my home ! #GotItFree	3.333333333333333
255	229638719798394880	<USER> what the hell is a shock and horror onion ? 	2.333333333333333
256	610241949677789184	<USER> Waiting to check seeing you off my bucket list . 	2.0
257	611268804241420289	<USER> <USER> <USER> When was this ? 	1.3333333333333333
258	304197580949172224	“We are not strangers to ourselves; we only try to be . ” –Odd Thomas in Odd Thomas	3.333333333333333
259	335379259738714112	Read Dean Koontz newsletter here <URL>	3.5
260	446466573084405760	<USER> <USER> photo credit to me  📷😎 	2.0
261	583050795270021120	<USER> lmao thanks kimmy  😂😁 	1.6666666666666667
262	632521332635357184	Getting real creative with those horse names . . . <URL>	1.5
263	786033603809542145	<USER> did you know about this ? ? I surely did n't . <URL>	1.1666666666666667
264	762842191387426817	Everybody is blaming Gio for ruining a truth booth . . But y'all but him in there though 🤔 #AYTO	2.6666666666666665
265	894749108878966785	A1 produced Tone it Down , Party , Distance , etc . . my mans is actually in the studio #LHHH <URL>	2.833333333333333
266	402092085752258560	WBNI is one of the stations playing my Christmas song . <URL>	3.5
267	425648395387039744	When you do n't know which way to turn look up . . . looking to Jesus will always give you direction	2.833333333333333
268	317018319687413760	Life is not about waiting for the storm to pass . . . it 's about learning how to dance in the rain . '	2.833333333333333
269	567442572260696067	Awesome site for twitter backgrounds , tumblr themes and heaps more ! <URL>	3.1666666666666665
270	777228470464221184	<USER> this photo from Syria  ✌ ️ 🙄 	2.333333333333333
271	751027213177323520	<USER> here i am , this is me . . . Brayn Adams song  😬 	3.1666666666666665
272	699411243673714688	<USER> text me about it ! 🤓	1.0
273	798383903576911872	why am I so emotional tonight  😫 	2.0
274	196006699465846785	Man looks on the outward appearance . God looks on the heart . #churchclothes	3.1666666666666665
275	925796886367428608	Love Your Neighbor t-shirt <URL>	2.6666666666666665
276	636572623456104448	Listen to my cover of 'Fireflies' via #Smule : <URL> <USER> #SingKaraoke	4.0
277	632034864548720640	<USER> night love you too	2.1666666666666665
278	605502536124989440	<USER> HER , not him . Ugh , you 're just digging yourself deeper . 	1.6666666666666667
279	815276756856868868	<USER> <USER> Did n't realize you were birthday twins ! Hope you both have a wonderful day  😎 	2.833333333333333
280	121277879932829696	<USER> jackson was a hipster before it was cool to make fun of hipsters or before hipsters even existed tbh #sadfacts	3.6666666666666665
281	108919558345199617	i 've gotten into the habit of saying whaaaaaa ! and weeeeee ! just like <USER> and #iaintevenmad	2.333333333333333
282	85632222262079489	Do I find dentist drills scary ? Nah . . . I find them boring . #joke	3.6666666666666665
283	207724412580007937	There was a florist who delivered flowers to different prom locations . What disorder did she have ? Multiple school roses ! 	3.333333333333333
284	665210405409673217	'You 're not in school today again wow your concussion must be really bad' yeah haha that 's why I'm home #MadeInTheAM	2.8571428571428568
285	680824622586134531	Why do only creepy 30 year olds hit on me like no thanks	2.4285714285714284
286	687316304613761024	'Forbes' always gets me hyped	2.7142857142857144
287	714867464593653760	Seeing <USER> tonight again for the third time in the last year : Lolla , Chicago , and now Bloomington  👏🏽👏🏽👏🏽 	3.0
288	109102009784877056	<USER> <USER> With all the dimwits she 's surrounded by , myself included , of course . : P	2.8571428571428568
289	14441308634	<USER> Oh god , yes . Alpha female and pseudo-Alpha female vying over the oblivious Alpha/Beta Male . 	2.7142857142857144
290	285882393691303936	A todo Puting <USER> <USER> <USER> <USER> <USER> <USER> y los q no me sé su twitter Grandes ! Lo mejor	3.4
291	24683933744504832	It 's just cruel to air a Chik-Fil-A spot for areas with no stores like Chicago . 	2.8571428571428568
292	491816138448187393	<USER> You can sing ca n't youu ? ? 	2.4285714285714284
293	358440560375246852	'<USER> : Meohy Noy me . . meohy noehy noehy mohy nay me	1.5
294	937882110383271937	I need a guy friend like <USER> in my life . #FriendshipGoals  🙌🏼 	2.8571428571428568
295	938562209046761476	<USER> My cat does if you blow on her paws , lmao . 	2.142857142857143
